Age,Overall,Potential,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Weight in lbs,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,Agility,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Years of experience,Height in cm
22,72,78,Right,1.0,2.0,2.0,Medium/ High,Normal,LCB,179,35.0,23.0,65.0,64.0,34.0,36.0,35.0,34.0,56.0,53.0,59.0,55.0,57.0,52.0,84.0,60.0,75.0,29.0,82.0,74.0,25.0,32.0,56.0,63.0,8.0,8.0,8.0,10.0,5.0,1,185.42
26,72,75,Right,1.0,2.0,3.0,Medium/ Medium,Normal,RDM,183,50.0,41.0,72.0,68.0,41.0,65.0,36.0,32.0,65.0,67.0,48.0,50.0,54.0,59.0,44.0,87.0,85.0,39.0,65.0,70.0,67.0,64.0,48.0,74.0,15.0,12.0,15.0,15.0,15.0,4,187.96
21,72,80,Right,1.0,3.0,3.0,Medium/ Medium,Lean,LW,170,68.0,70.0,49.0,71.0,67.0,76.0,49.0,45.0,62.0,75.0,76.0,68.0,61.0,64.0,63.0,58.0,54.0,63.0,59.0,39.0,70.0,73.0,56.0,63.0,7.0,5.0,11.0,14.0,9.0,1,182.88
18,72,88,Right,1.0,3.0,3.0,Medium/ Medium,Lean,CB,150,58.0,30.0,68.0,74.0,28.0,62.0,52.0,43.0,75.0,73.0,70.0,56.0,69.0,52.0,67.0,76.0,72.0,32.0,76.0,68.0,37.0,62.0,63.0,54.0,8.0,12.0,8.0,6.0,11.0,2,177.8
27,72,72,Right,1.0,3.0,3.0,Medium/ High,Normal,CB,174,31.0,34.0,74.0,61.0,32.0,41.0,35.0,30.0,51.0,55.0,48.0,34.0,32.0,56.0,73.0,64.0,83.0,33.0,85.0,66.0,36.0,42.0,44.0,65.0,11.0,13.0,15.0,8.0,10.0,4,193.04
26,72,73,Left,1.0,3.0,4.0,Medium/ Medium,Normal,RCM,176,70.0,62.0,63.0,75.0,58.0,75.0,65.0,63.0,74.0,74.0,55.0,64.0,65.0,72.0,44.0,75.0,85.0,66.0,65.0,64.0,65.0,72.0,55.0,72.0,13.0,16.0,8.0,12.0,13.0,1,182.88
30,72,72,Right,1.0,4.0,3.0,Medium/ High,Lean,ST,194,58.0,71.0,76.0,64.0,74.0,66.0,57.0,75.0,45.0,67.0,67.0,63.0,71.0,76.0,81.0,71.0,80.0,66.0,82.0,17.0,69.0,67.0,74.0,69.0,11.0,6.0,8.0,11.0,15.0,1,193.04
21,72,83,Right,1.0,4.0,3.0,Medium/ Medium,Lean,LM,161,54.0,72.0,36.0,68.0,43.0,78.0,59.0,47.0,62.0,68.0,87.0,89.0,66.0,59.0,58.0,74.0,60.0,53.0,59.0,21.0,68.0,65.0,44.0,67.0,10.0,13.0,13.0,14.0,14.0,2,180.34
26,72,75,Left,1.0,3.0,2.0,Medium/ Medium,Normal,LB,187,69.0,41.0,57.0,66.0,34.0,62.0,56.0,41.0,60.0,67.0,78.0,77.0,56.0,61.0,77.0,85.0,72.0,53.0,63.0,72.0,61.0,64.0,56.0,68.0,15.0,15.0,16.0,8.0,7.0,4,182.88
27,72,73,Right,1.0,3.0,3.0,Medium/ Medium,Normal,CDM,165,52.0,58.0,53.0,73.0,42.0,68.0,64.0,47.0,71.0,71.0,70.0,80.0,76.0,64.0,77.0,88.0,69.0,65.0,79.0,73.0,59.0,67.0,50.0,65.0,14.0,9.0,10.0,15.0,14.0,1,175.26
33,72,72,Right,1.0,3.0,3.0,Medium/ Medium,Normal,RB,174,70.0,47.0,69.0,70.0,43.0,66.0,66.0,33.0,64.0,70.0,57.0,65.0,62.0,83.0,73.0,72.0,76.0,66.0,85.0,73.0,58.0,59.0,56.0,67.0,11.0,8.0,9.0,9.0,8.0,2,180.34
34,72,72,Left,1.0,2.0,2.0,High/ Low,Lean,LB,152,72.0,40.0,59.0,68.0,49.0,61.0,64.0,40.0,53.0,57.0,82.0,68.0,57.0,55.0,71.0,86.0,58.0,48.0,41.0,67.0,40.0,40.0,38.0,63.0,10.0,15.0,9.0,9.0,12.0,1,177.8
23,72,78,Right,1.0,4.0,3.0,Medium/ Medium,Lean,LM,150,66.0,70.0,51.0,67.0,58.0,73.0,37.0,37.0,65.0,71.0,92.0,86.0,79.0,68.0,78.0,66.0,64.0,67.0,58.0,50.0,65.0,67.0,40.0,70.0,14.0,12.0,8.0,11.0,6.0,1,170.18
32,72,72,Right,1.0,3.0,2.0,Medium/ High,Normal,RCB,176,35.0,22.0,66.0,54.0,34.0,46.0,31.0,25.0,52.0,56.0,67.0,65.0,59.0,31.0,91.0,62.0,83.0,26.0,68.0,74.0,30.0,36.0,39.0,65.0,6.0,8.0,8.0,9.0,16.0,1,182.88
27,72,73,Right,1.0,3.0,2.0,Medium/ High,Normal,RCB,190,59.0,24.0,72.0,60.0,35.0,61.0,52.0,47.0,58.0,60.0,65.0,65.0,49.0,64.0,77.0,85.0,93.0,53.0,69.0,62.0,34.0,59.0,48.0,62.0,12.0,11.0,6.0,6.0,6.0,6,190.5
30,72,72,Right,1.0,3.0,3.0,High/ High,Lean,RB,172,73.0,62.0,61.0,75.0,44.0,69.0,70.0,61.0,63.0,70.0,69.0,63.0,53.0,74.0,65.0,78.0,70.0,67.0,70.0,68.0,69.0,68.0,73.0,75.0,10.0,6.0,9.0,16.0,14.0,4,180.34
34,72,72,Right,2.0,3.0,3.0,Medium/ Medium,Normal,LCM,157,76.0,59.0,53.0,78.0,56.0,70.0,82.0,79.0,81.0,74.0,44.0,55.0,66.0,79.0,38.0,56.0,62.0,78.0,57.0,55.0,66.0,78.0,71.0,70.0,14.0,14.0,9.0,13.0,10.0,2,177.8
21,72,82,Right,1.0,3.0,3.0,High/ Medium,Normal,CM,176,65.0,50.0,60.0,73.0,38.0,75.0,62.0,75.0,70.0,74.0,74.0,72.0,76.0,80.0,59.0,64.0,67.0,72.0,64.0,68.0,67.0,72.0,58.0,70.0,12.0,8.0,8.0,12.0,8.0,1,182.88
27,72,72,Right,1.0,4.0,3.0,High/ Medium,Normal,CM,168,60.0,63.0,42.0,70.0,65.0,68.0,64.0,49.0,71.0,70.0,70.0,74.0,73.0,77.0,71.0,93.0,71.0,65.0,87.0,63.0,67.0,68.0,66.0,74.0,13.0,12.0,10.0,13.0,14.0,3,182.88
26,72,74,Right,1.0,3.0,3.0,High/ Low,Normal,ST,152,65.0,68.0,64.0,69.0,74.0,74.0,83.0,72.0,66.0,73.0,74.0,79.0,78.0,77.0,74.0,67.0,64.0,72.0,59.0,32.0,72.0,67.0,75.0,65.0,14.0,10.0,12.0,16.0,6.0,2,180.34
28,72,72,Right,1.0,4.0,3.0,High/ Medium,Normal,ST,174,59.0,71.0,70.0,68.0,66.0,72.0,68.0,75.0,63.0,73.0,81.0,79.0,78.0,71.0,87.0,77.0,67.0,69.0,82.0,47.0,71.0,77.0,72.0,76.0,7.0,13.0,9.0,12.0,9.0,3,177.8
32,72,72,Left,1.0,2.0,3.0,Medium/ Medium,Normal,CM,146,74.0,66.0,46.0,75.0,65.0,71.0,75.0,74.0,74.0,74.0,61.0,68.0,84.0,70.0,60.0,58.0,64.0,68.0,72.0,59.0,73.0,74.0,73.0,75.0,13.0,13.0,14.0,16.0,12.0,5,172.72
29,72,72,Right,1.0,2.0,2.0,Medium/ Medium,Normal,RCB,165,30.0,28.0,72.0,58.0,26.0,39.0,30.0,22.0,55.0,59.0,48.0,58.0,55.0,50.0,65.0,69.0,75.0,22.0,70.0,77.0,23.0,28.0,40.0,61.0,15.0,14.0,8.0,13.0,12.0,2,187.96
28,72,72,Right,1.0,4.0,2.0,High/ High,Lean,ST,163,59.0,75.0,74.0,67.0,63.0,64.0,40.0,55.0,58.0,58.0,63.0,61.0,59.0,74.0,74.0,85.0,75.0,64.0,69.0,25.0,80.0,64.0,72.0,68.0,13.0,16.0,12.0,12.0,14.0,5,185.42
32,72,72,Left,1.0,3.0,2.0,Medium/ Medium,Normal,LCB,172,51.0,39.0,72.0,64.0,51.0,47.0,48.0,31.0,59.0,62.0,61.0,62.0,60.0,65.0,79.0,76.0,75.0,51.0,76.0,73.0,40.0,52.0,58.0,71.0,16.0,7.0,16.0,14.0,8.0,2,185.42
23,72,76,Left,1.0,4.0,3.0,High/ Medium,Normal,CAM,146,58.0,68.0,41.0,70.0,53.0,78.0,65.0,64.0,64.0,76.0,76.0,85.0,86.0,76.0,67.0,70.0,48.0,73.0,32.0,17.0,63.0,70.0,61.0,70.0,14.0,12.0,7.0,12.0,12.0,6,167.64000000000001
26,72,75,Right,1.0,3.0,3.0,High/ Medium,Normal,ST,181,25.0,72.0,71.0,62.0,71.0,68.0,26.0,24.0,57.0,69.0,72.0,75.0,70.0,74.0,72.0,74.0,80.0,69.0,69.0,22.0,73.0,53.0,73.0,67.0,11.0,13.0,9.0,14.0,14.0,1,187.96
34,72,72,Left,1.0,3.0,2.0,Medium/ Medium,Normal,LB,179,71.0,41.0,67.0,72.0,46.0,63.0,51.0,52.0,61.0,61.0,71.0,55.0,59.0,44.0,48.0,70.0,72.0,42.0,71.0,71.0,61.0,49.0,53.0,65.0,7.0,10.0,13.0,9.0,15.0,1,182.88
20,72,80,Left,1.0,3.0,3.0,Medium/ Medium,Normal,RCB,154,32.0,26.0,65.0,70.0,29.0,64.0,32.0,30.0,72.0,67.0,61.0,54.0,74.0,40.0,71.0,65.0,65.0,24.0,67.0,75.0,56.0,64.0,42.0,65.0,6.0,14.0,13.0,14.0,8.0,1,175.26
28,72,72,Right,1.0,3.0,3.0,Medium/ Low,Normal,ST,183,53.0,72.0,75.0,67.0,62.0,67.0,53.0,44.0,49.0,68.0,72.0,66.0,58.0,65.0,81.0,69.0,74.0,62.0,53.0,41.0,75.0,63.0,63.0,69.0,12.0,7.0,14.0,9.0,12.0,1,185.42
24,72,77,Left,1.0,3.0,3.0,High/ Low,Lean,ST,168,60.0,71.0,73.0,64.0,62.0,68.0,65.0,45.0,60.0,72.0,79.0,76.0,66.0,73.0,66.0,73.0,77.0,64.0,43.0,35.0,72.0,58.0,83.0,61.0,8.0,9.0,11.0,8.0,15.0,7,177.8
28,72,73,Right,1.0,3.0,3.0,Medium/ High,Normal,CM,174,70.0,53.0,61.0,72.0,51.0,67.0,70.0,53.0,75.0,68.0,64.0,68.0,65.0,71.0,68.0,78.0,68.0,64.0,83.0,68.0,65.0,70.0,61.0,69.0,10.0,7.0,12.0,13.0,8.0,3,177.8
23,72,77,Right,1.0,3.0,3.0,Medium/ Medium,Lean,LM,134,71.0,62.0,39.0,68.0,49.0,77.0,64.0,64.0,59.0,74.0,90.0,79.0,90.0,60.0,48.0,69.0,37.0,46.0,43.0,34.0,60.0,62.0,56.0,67.0,13.0,12.0,7.0,11.0,8.0,3,175.26
26,72,73,Right,1.0,3.0,3.0,High/ High,Stocky,CM,163,66.0,61.0,62.0,68.0,62.0,64.0,73.0,58.0,66.0,71.0,69.0,67.0,64.0,70.0,83.0,77.0,86.0,70.0,86.0,71.0,64.0,67.0,51.0,73.0,10.0,10.0,7.0,13.0,10.0,2,172.72
26,72,72,Left,1.0,3.0,2.0,Medium/ Medium,Normal,LB,170,67.0,41.0,67.0,72.0,52.0,56.0,61.0,71.0,71.0,61.0,71.0,66.0,66.0,63.0,53.0,78.0,70.0,52.0,82.0,77.0,51.0,66.0,72.0,62.0,10.0,9.0,13.0,7.0,8.0,1,177.8
24,72,78,Right,1.0,3.0,3.0,High/ Medium,Normal,LW,165,68.0,64.0,43.0,65.0,54.0,75.0,74.0,66.0,59.0,74.0,79.0,82.0,80.0,75.0,41.0,74.0,51.0,74.0,45.0,26.0,70.0,64.0,67.0,76.0,16.0,12.0,13.0,13.0,15.0,5,170.18
27,72,73,Right,1.0,3.0,3.0,High/ High,Lean,ST,154,29.0,70.0,74.0,72.0,57.0,74.0,49.0,29.0,50.0,75.0,78.0,81.0,74.0,69.0,81.0,63.0,62.0,68.0,33.0,37.0,75.0,66.0,69.0,64.0,14.0,15.0,7.0,12.0,6.0,2,182.88
26,72,74,Right,1.0,3.0,3.0,Medium/ Low,Normal,ST,172,51.0,74.0,67.0,65.0,71.0,65.0,50.0,49.0,59.0,72.0,67.0,72.0,65.0,73.0,69.0,54.0,66.0,71.0,54.0,32.0,74.0,57.0,71.0,69.0,9.0,10.0,6.0,14.0,7.0,2,182.88
25,72,76,Right,1.0,3.0,2.0,Medium/ High,Normal,RCB,187,30.0,14.0,72.0,55.0,20.0,48.0,20.0,22.0,57.0,53.0,53.0,41.0,36.0,48.0,77.0,61.0,86.0,22.0,66.0,70.0,20.0,49.0,27.0,65.0,3.0,3.0,3.0,3.0,3.0,5,187.96
22,72,78,Right,1.0,3.0,3.0,High/ Medium,Normal,RB,159,73.0,45.0,54.0,71.0,53.0,69.0,63.0,45.0,72.0,68.0,82.0,57.0,71.0,60.0,68.0,75.0,68.0,58.0,82.0,71.0,68.0,58.0,54.0,60.0,7.0,8.0,11.0,11.0,7.0,3,177.8
28,72,72,Right,1.0,3.0,3.0,High/ Low,Stocky,CAM,146,70.0,67.0,46.0,71.0,65.0,73.0,72.0,74.0,65.0,71.0,82.0,93.0,93.0,69.0,53.0,54.0,57.0,67.0,41.0,42.0,67.0,70.0,68.0,70.0,7.0,15.0,14.0,12.0,6.0,2,170.18
27,72,72,Right,1.0,3.0,3.0,Medium/ Medium,Normal,LM,159,66.0,62.0,22.0,73.0,67.0,69.0,65.0,66.0,65.0,72.0,76.0,89.0,87.0,68.0,79.0,80.0,60.0,67.0,56.0,47.0,72.0,73.0,64.0,70.0,10.0,14.0,11.0,11.0,6.0,2,172.72
24,72,78,Right,1.0,2.0,3.0,Medium/ Medium,Normal,CDM,154,66.0,59.0,58.0,82.0,45.0,70.0,66.0,67.0,73.0,74.0,79.0,81.0,82.0,68.0,53.0,84.0,60.0,70.0,70.0,69.0,67.0,65.0,54.0,69.0,14.0,11.0,15.0,9.0,10.0,3,172.72
25,72,76,Left,1.0,3.0,3.0,High/ Medium,Lean,CDM,185,74.0,68.0,60.0,76.0,63.0,73.0,74.0,72.0,75.0,77.0,40.0,57.0,42.0,82.0,63.0,72.0,86.0,74.0,69.0,66.0,68.0,72.0,73.0,65.0,13.0,12.0,8.0,8.0,15.0,1,193.04
20,72,84,Left,1.0,2.0,3.0,High/ Medium,Normal,CAM,157,57.0,58.0,56.0,76.0,56.0,69.0,67.0,70.0,73.0,69.0,70.0,63.0,76.0,82.0,70.0,72.0,65.0,71.0,70.0,62.0,68.0,76.0,56.0,50.0,12.0,11.0,11.0,9.0,12.0,1,172.72
28,72,72,Right,2.0,3.0,3.0,Medium/ Medium,Lean,RM,146,70.0,66.0,58.0,73.0,67.0,71.0,70.0,79.0,67.0,73.0,71.0,77.0,79.0,68.0,70.0,71.0,58.0,64.0,28.0,31.0,71.0,72.0,75.0,73.0,15.0,10.0,12.0,7.0,10.0,2,172.72
31,72,72,Right,2.0,2.0,2.0,Medium/ Medium,Normal,LCB,187,46.0,30.0,72.0,50.0,42.0,40.0,36.0,22.0,48.0,53.0,53.0,53.0,56.0,63.0,76.0,64.0,79.0,27.0,75.0,69.0,32.0,46.0,42.0,66.0,9.0,9.0,6.0,7.0,11.0,1,185.42
29,72,72,Right,1.0,3.0,3.0,Medium/ High,Normal,CDM,165,58.0,57.0,70.0,74.0,62.0,68.0,59.0,68.0,67.0,72.0,67.0,64.0,67.0,71.0,81.0,63.0,67.0,70.0,72.0,73.0,62.0,58.0,65.0,77.0,10.0,14.0,13.0,14.0,15.0,1,180.34
26,72,72,Right,1.0,3.0,2.0,Medium/ High,Normal,RM,187,70.0,66.0,65.0,68.0,57.0,75.0,63.0,56.0,67.0,72.0,75.0,68.0,63.0,72.0,55.0,71.0,78.0,60.0,63.0,49.0,69.0,68.0,44.0,68.0,11.0,11.0,10.0,10.0,16.0,3,187.96
24,72,77,Left,1.0,3.0,3.0,High/ Medium,Normal,LB,176,74.0,59.0,44.0,67.0,48.0,74.0,70.0,41.0,59.0,68.0,87.0,77.0,59.0,67.0,74.0,88.0,73.0,70.0,57.0,63.0,66.0,68.0,50.0,71.0,6.0,9.0,13.0,5.0,11.0,1,187.96
22,72,77,Right,1.0,3.0,3.0,Medium/ Medium,Lean,RB,163,70.0,55.0,58.0,75.0,39.0,70.0,58.0,35.0,66.0,73.0,63.0,66.0,63.0,66.0,64.0,76.0,60.0,52.0,73.0,72.0,58.0,63.0,49.0,63.0,13.0,11.0,10.0,11.0,8.0,2,182.88
21,72,82,Right,1.0,2.0,3.0,High/ High,Normal,LDM,179,61.0,49.0,69.0,68.0,46.0,71.0,57.0,40.0,65.0,70.0,66.0,62.0,62.0,77.0,63.0,88.0,80.0,70.0,80.0,70.0,57.0,60.0,41.0,66.0,11.0,11.0,9.0,11.0,7.0,1,180.34
30,72,72,Left,1.0,3.0,3.0,High/ Medium,Stocky,LS,163,41.0,74.0,73.0,59.0,75.0,71.0,56.0,35.0,31.0,72.0,74.0,59.0,64.0,79.0,79.0,60.0,83.0,68.0,62.0,15.0,72.0,41.0,74.0,66.0,12.0,6.0,6.0,11.0,12.0,1,182.88
28,72,73,Right,1.0,4.0,2.0,Medium/ High,Lean,LCM,176,52.0,60.0,74.0,73.0,58.0,69.0,64.0,37.0,65.0,70.0,68.0,65.0,60.0,67.0,74.0,69.0,77.0,60.0,66.0,75.0,65.0,63.0,66.0,64.0,10.0,12.0,6.0,10.0,10.0,1,187.96
23,72,77,Left,1.0,3.0,3.0,Medium/ High,Normal,LM,168,73.0,59.0,57.0,73.0,60.0,74.0,70.0,58.0,70.0,73.0,76.0,68.0,66.0,72.0,91.0,78.0,65.0,66.0,68.0,64.0,60.0,64.0,50.0,60.0,7.0,16.0,15.0,16.0,10.0,2,182.88
31,72,72,Right,2.0,3.0,3.0,High/ Medium,Stocky,ST,201,68.0,70.0,70.0,66.0,71.0,71.0,77.0,71.0,57.0,70.0,66.0,60.0,74.0,77.0,76.0,65.0,90.0,71.0,86.0,27.0,70.0,60.0,75.0,72.0,13.0,13.0,12.0,8.0,11.0,1,177.8
28,72,72,Left,1.0,3.0,3.0,High/ Medium,Normal,LB,154,64.0,70.0,53.0,68.0,70.0,71.0,68.0,72.0,65.0,71.0,80.0,75.0,77.0,72.0,72.0,84.0,71.0,71.0,73.0,72.0,68.0,70.0,71.0,67.0,10.0,11.0,7.0,16.0,9.0,8,175.26
29,72,72,Right,1.0,2.0,2.0,High/ High,Lean,RCB,176,52.0,33.0,68.0,63.0,52.0,61.0,48.0,30.0,60.0,53.0,66.0,58.0,57.0,59.0,77.0,83.0,79.0,40.0,77.0,75.0,53.0,59.0,31.0,59.0,14.0,15.0,6.0,7.0,6.0,5,190.5
24,72,78,Right,1.0,3.0,3.0,High/ Medium,Normal,RW,141,64.0,71.0,38.0,65.0,54.0,79.0,55.0,50.0,53.0,73.0,92.0,84.0,90.0,63.0,63.0,69.0,50.0,64.0,31.0,37.0,68.0,52.0,53.0,61.0,14.0,12.0,8.0,14.0,14.0,3,165.1
27,72,74,Right,1.0,2.0,2.0,Medium/ High,Normal,LCB,174,37.0,28.0,72.0,65.0,31.0,40.0,36.0,36.0,51.0,48.0,60.0,59.0,59.0,48.0,64.0,84.0,73.0,29.0,73.0,71.0,30.0,35.0,48.0,68.0,10.0,14.0,10.0,8.0,13.0,4,185.42
32,72,72,Right,1.0,3.0,3.0,Medium/ Medium,Normal,RB,132,75.0,47.0,40.0,67.0,46.0,69.0,57.0,44.0,62.0,67.0,86.0,88.0,89.0,58.0,90.0,77.0,31.0,52.0,67.0,68.0,59.0,58.0,41.0,66.0,7.0,7.0,8.0,6.0,11.0,3,170.18
26,72,75,Right,1.0,3.0,3.0,Medium/ Low,Lean,CAM,154,64.0,66.0,45.0,73.0,60.0,72.0,73.0,69.0,68.0,75.0,78.0,83.0,84.0,68.0,74.0,79.0,65.0,62.0,55.0,47.0,65.0,72.0,74.0,64.0,6.0,14.0,8.0,9.0,9.0,1,180.34
31,72,72,Right,1.0,2.0,2.0,Medium/ Medium,Normal,CB,187,34.0,25.0,76.0,60.0,28.0,37.0,27.0,29.0,32.0,55.0,34.0,40.0,47.0,42.0,90.0,40.0,82.0,25.0,71.0,66.0,33.0,30.0,67.0,68.0,11.0,11.0,8.0,9.0,10.0,3,182.88
24,72,77,Left,1.0,3.0,2.0,Medium/ Medium,Normal,LB,187,65.0,34.0,76.0,67.0,37.0,49.0,68.0,71.0,69.0,62.0,42.0,42.0,44.0,57.0,45.0,72.0,77.0,42.0,74.0,72.0,45.0,54.0,43.0,62.0,11.0,8.0,8.0,11.0,10.0,1,187.96
19,72,81,Right,1.0,3.0,3.0,Medium/ Medium,Normal,CDM,154,56.0,53.0,53.0,74.0,50.0,71.0,63.0,49.0,67.0,73.0,77.0,75.0,78.0,65.0,69.0,80.0,79.0,62.0,80.0,68.0,58.0,66.0,57.0,71.0,12.0,10.0,7.0,6.0,8.0,1,177.8
26,72,75,Right,1.0,3.0,3.0,Medium/ Medium,Normal,ST,172,61.0,76.0,65.0,62.0,52.0,71.0,41.0,30.0,26.0,69.0,79.0,76.0,73.0,73.0,63.0,61.0,75.0,62.0,54.0,23.0,72.0,51.0,46.0,63.0,6.0,14.0,15.0,10.0,16.0,1,185.42
20,72,82,Right,1.0,3.0,3.0,Medium/ Low,Stocky,RM,165,71.0,68.0,32.0,73.0,55.0,74.0,72.0,61.0,69.0,75.0,76.0,75.0,88.0,72.0,41.0,64.0,42.0,71.0,43.0,36.0,66.0,67.0,68.0,67.0,6.0,8.0,6.0,11.0,12.0,4,170.18
28,72,72,Right,1.0,3.0,2.0,Medium/ Medium,Normal,CDM,172,54.0,41.0,61.0,76.0,40.0,64.0,53.0,50.0,68.0,69.0,60.0,68.0,64.0,62.0,85.0,74.0,72.0,49.0,68.0,75.0,51.0,64.0,50.0,76.0,6.0,13.0,13.0,10.0,9.0,9,180.34
22,72,80,Right,1.0,5.0,3.0,High/ High,Lean,CM,150,68.0,60.0,66.0,71.0,55.0,71.0,77.0,73.0,67.0,72.0,80.0,74.0,74.0,79.0,78.0,91.0,68.0,73.0,78.0,66.0,66.0,69.0,66.0,72.0,12.0,7.0,12.0,8.0,7.0,1,177.8
34,72,72,Right,1.0,3.0,2.0,Medium/ High,Normal,RDM,165,60.0,58.0,62.0,70.0,47.0,62.0,64.0,61.0,69.0,67.0,44.0,67.0,64.0,70.0,79.0,75.0,74.0,64.0,77.0,73.0,56.0,64.0,61.0,61.0,12.0,14.0,14.0,8.0,7.0,1,185.42
27,72,72,Right,1.0,3.0,3.0,High/ Medium,Normal,LW,154,67.0,74.0,72.0,68.0,71.0,73.0,74.0,67.0,59.0,74.0,81.0,73.0,83.0,77.0,82.0,78.0,60.0,73.0,70.0,36.0,72.0,67.0,54.0,72.0,7.0,16.0,6.0,11.0,11.0,2,170.18
25,72,74,Left,1.0,3.0,3.0,High/ Low,Normal,ST,187,64.0,70.0,75.0,58.0,68.0,66.0,49.0,69.0,43.0,70.0,65.0,63.0,59.0,76.0,74.0,63.0,74.0,65.0,57.0,36.0,75.0,62.0,78.0,74.0,11.0,15.0,10.0,9.0,16.0,3,187.96
26,72,74,Right,1.0,3.0,3.0,High/ Medium,Lean,CM,152,54.0,65.0,52.0,74.0,53.0,72.0,55.0,58.0,71.0,74.0,77.0,69.0,73.0,59.0,75.0,93.0,53.0,60.0,66.0,62.0,68.0,71.0,52.0,73.0,10.0,13.0,7.0,14.0,7.0,1,177.8
31,72,72,Right,1.0,3.0,3.0,High/ High,Lean,LB,154,75.0,43.0,61.0,65.0,53.0,65.0,53.0,54.0,60.0,66.0,77.0,69.0,78.0,46.0,91.0,75.0,72.0,44.0,76.0,71.0,73.0,67.0,52.0,57.0,13.0,14.0,11.0,15.0,16.0,13,175.26
26,72,73,Left,1.0,3.0,3.0,High/ High,Normal,LB,159,69.0,54.0,56.0,68.0,53.0,74.0,62.0,49.0,62.0,72.0,77.0,83.0,82.0,68.0,80.0,75.0,66.0,65.0,73.0,68.0,61.0,55.0,42.0,62.0,10.0,11.0,15.0,10.0,12.0,2,170.18
21,72,82,Right,1.0,4.0,4.0,High/ Medium,Lean,RW,146,59.0,66.0,43.0,68.0,60.0,78.0,65.0,53.0,58.0,74.0,85.0,90.0,81.0,78.0,55.0,79.0,57.0,65.0,59.0,30.0,66.0,69.0,60.0,70.0,7.0,13.0,6.0,15.0,12.0,1,170.18
29,72,72,Left,1.0,3.0,4.0,Medium/ Medium,Lean,LM,146,80.0,59.0,61.0,68.0,54.0,77.0,66.0,71.0,67.0,73.0,87.0,91.0,88.0,68.0,84.0,72.0,34.0,64.0,54.0,50.0,55.0,65.0,61.0,66.0,7.0,11.0,7.0,11.0,9.0,3,175.26
27,72,74,Left,1.0,2.0,2.0,Low/ High,Normal,CB,181,44.0,30.0,74.0,54.0,30.0,26.0,41.0,20.0,40.0,48.0,51.0,46.0,48.0,59.0,72.0,62.0,83.0,19.0,84.0,70.0,23.0,27.0,35.0,53.0,11.0,6.0,14.0,9.0,11.0,2,187.96
25,72,76,Right,1.0,3.0,3.0,Medium/ Medium,Normal,CAM,139,61.0,68.0,39.0,70.0,65.0,72.0,63.0,38.0,68.0,73.0,75.0,77.0,87.0,70.0,58.0,74.0,49.0,69.0,43.0,60.0,72.0,74.0,59.0,70.0,8.0,9.0,9.0,13.0,9.0,1,170.18
35,72,72,Left,2.0,3.0,3.0,Medium/ Medium,Normal,ST,172,74.0,70.0,68.0,73.0,69.0,71.0,75.0,78.0,71.0,72.0,67.0,69.0,70.0,74.0,67.0,70.0,77.0,71.0,57.0,63.0,75.0,77.0,72.0,73.0,7.0,6.0,7.0,12.0,11.0,9,182.88
28,72,72,Right,1.0,4.0,3.0,Medium/ Medium,Lean,LW,159,69.0,71.0,49.0,68.0,65.0,75.0,67.0,59.0,62.0,72.0,78.0,77.0,75.0,68.0,73.0,78.0,68.0,70.0,58.0,50.0,70.0,65.0,68.0,73.0,16.0,16.0,16.0,11.0,15.0,1,177.8
28,72,72,Left,2.0,3.0,3.0,Medium/ High,Normal,LM,170,73.0,61.0,55.0,72.0,63.0,73.0,71.0,68.0,67.0,73.0,73.0,69.0,74.0,74.0,71.0,63.0,67.0,76.0,63.0,66.0,69.0,70.0,57.0,65.0,6.0,15.0,8.0,10.0,6.0,6,180.34
23,72,78,Right,1.0,3.0,3.0,Medium/ High,Lean,CM,139,64.0,53.0,64.0,75.0,59.0,72.0,69.0,57.0,71.0,74.0,75.0,77.0,76.0,59.0,70.0,75.0,69.0,59.0,68.0,69.0,60.0,68.0,58.0,71.0,15.0,8.0,8.0,14.0,13.0,2,172.72
24,72,76,Right,1.0,2.0,2.0,Medium/ Medium,Lean,CB,176,29.0,22.0,72.0,64.0,30.0,51.0,36.0,27.0,35.0,63.0,55.0,51.0,53.0,42.0,73.0,76.0,74.0,25.0,73.0,74.0,30.0,32.0,48.0,60.0,12.0,12.0,11.0,9.0,8.0,3,187.96
22,72,79,Right,1.0,2.0,3.0,Low/ High,Normal,RCM,132,58.0,35.0,55.0,75.0,33.0,63.0,43.0,40.0,64.0,69.0,76.0,89.0,90.0,59.0,78.0,86.0,33.0,62.0,75.0,72.0,51.0,61.0,51.0,70.0,9.0,12.0,11.0,13.0,7.0,1,170.18
26,72,77,Right,1.0,3.0,2.0,Medium/ High,Normal,CDM,174,39.0,21.0,54.0,68.0,30.0,53.0,26.0,30.0,66.0,65.0,61.0,61.0,66.0,58.0,75.0,75.0,83.0,34.0,81.0,75.0,25.0,64.0,38.0,61.0,6.0,11.0,12.0,11.0,13.0,3,177.8
